Year,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Bolivia (Plurinational State of),Brazil,Barbados,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Côte d'Ivoire,Cameroon,D.R. of the Congo,Congo,Colombia,Comoros,Cabo Verde,Costa Rica,Czechoslovakia,Cuba,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,Egypt,Spain,Estonia,Ethiopia,Finland,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,Gambia,Guinea-Bissau,Equatorial Guinea,Greece,Guatemala,"China, Hong Kong SAR",Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,Iran (Islamic Republic of),Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyzstan,Cambodia,Republic of Korea,Kuwait,Lao People's DR,Lebanon,Liberia,Libya,Saint Lucia,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Republic of Moldova,Madagascar,Mexico,TFYR of Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Poland,Puerto Rico,D.P.R. of Korea,Portugal,Paraguay,State of Palestine,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan (Former),Senegal,Singapore,Sierra Leone,El Salvador,Serbia,Sao Tome and Principe,Former USSR,Slovakia,Slovenia,Sweden,Swaziland,Seychelles,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Trinidad and Tobago,Tunisia,Turkey,"Taiwan, Province of China",U.R. of Tanzania: Mainland,Uganda,Ukraine,Uruguay,United States,Uzbekistan,Venezuela (Bolivarian Republic of),Viet Nam,Yemen,Former Yugoslavia,South Africa,Zambia,Zimbabwe
1822,,,,,,,329,3402,,,3495,,,,,,,,,,,,,,2008,807,386442,,,,,,,,,,,,,25620,,,1179,,,,,12366,,,1202,31685,,21832,,,,,,,2355,,,,,,,18226,210688,7267,,,,,20437,,,31066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,998,,,,,,,,,,,3335,,,,,,,,,,,,,,,,,,2629,,,,,,,,,,,,,,,,,10626,,,,,,,,
1823,,,,,,,329,3419,,,3526,,,,,,,,,,,,,,2020,826,389193,,,,,,,,,,,,,25969,,,1196,,,,,12449,,,1219,31905,,22117,,,,,,,2376,,,,,,,18377,211537,7335,,,,,20568,,,31099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2435,1013,,,,,,,,,,,3354,,,,,,,,,,,,,,,,,,2668,,,,,,,,,,,,,,,,,10951,,,,,,,,
1824,,,,,,,332,3436,,,3557,,,,,,,,,,,,,,2031,845,391962,,,,,,,,,,,,,26307,,,1213,,,,,12532,,,1235,32127,,22407,,,,,,,2398,,,,,,,18530,212389,7403,,,,,20701,,,31132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2474,1028,,,,,,,,,,,3373,,,,,,,,,,,,,,,,,,2708,,,,,,,,,,,,,,,,,11277,,,,,,,,
1825,,,,,,,333,3452,,,3589,,,,,,,,,,,,,,2042,864,394752,,,,,,,,,,,,,26650,,,1228,,,,,12615,,,1252,32350,,22698,,,,,,,2420,,,,,,,18684,213245,7472,,,,,20834,,,31164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2514,1044,,,,,,,,,,,3393,,,,,,,,,,,,,,,,,,2749,,,,,,,,,,,,,,,,,11602,,,,,,,,
1826,,,,,,,330,3469,,,3620,,,,,,,,,,,,,,2054,884,397561,,,,,,,,,,,,,26964,,,1243,,,,,12699,,,1268,32538,,22996,,,,,,,2443,,,,,,,18839,214105,7542,,,,,20968,,,31197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2543,1062,,,,,,,,,,,3412,,,,,,,,,,,,,,,,,,2788,,,,,,,,,,,,,,,,,11928,,,,,,,,
1827,,,,,,,328,3486,,,3652,,,,,,,,,,,,,,2065,904,400391,,,,,,,,,,,,,27249,,,1255,,,,,12784,,,1310,32727,,23275,,,,,,,2465,,,,,,,18996,214967,7612,,,,,21103,,,31231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2561,1079,,,,,,,,,,,3432,,,,,,,,,,,,,,,,,,2816,,,,,,,,,,,,,,,,,12251,,,,,,,,
1828,,,,,,,326,3504,,,3685,,,,,,,,,,,,,,2077,924,403240,,,,,,,,,,,,,27540,,,1265,,,,,12869,,,1326,32917,,23560,,,,,,,2488,,,,,,,19154,215834,7683,,,,,21239,,,31264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2585,1093,,,,,,,,,,,3452,,,,,,,,,,,,,,,,,,2837,,,,,,,,,,,,,,,,,12581,,,,,,,,
1829,,,,,,,326,3521,,,3717,,,,,,,,,,,,,,2088,944,406110,,,,,,,,,,,,,27807,,,1270,,,,,12955,,,1343,33108,,23847,,,,,,,2511,,,,,,,19313,216703,7755,,,,,21376,,,31297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2610,1108,,,,,,,,,,,3472,,,,,,,,,,,,,,,,,,2855,,,,,,,,,,,,,,,,,12906,,,,,,,,
1830,,,,,,,330,3538,,,3750,,,,,,,,,,,,,1169,2100,965,409000,,,,,,,,,,,,,28045,,,1273,,,,,13041,,,1364,33300,,24139,,,,,,,2534,,,,,,,19473,217577,7827,,,,,21513,,,31330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2633,1124,,100,,,,,,,,,3491,,,,,,,,,,,,,,,,,,2876,,,,,,,,,,,,,,,,,13240,,,,,,,,
1831,,,,,,,333,3555,,,3782,,,,,,,,,,,,,,2112,986,409299,,,,,,,,,,,,,28283,,,1275,,,,,13128,,,1374,33439,,24433,,,,,,,2557,,,,,,,19635,218453,7900,,,,,21652,,,31363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2653,1137,,,,,,,,,,,3512,,,,,,,,,,,,,,,,,,2895,,,,,,,,,,,,,,,,,13659,,,,,,,,
1832,,,,,,,338,3573,,,3814,,,,,,,,,,,,,,2123,1007,409598,,,,,,,,,,,,,28535,,,1276,,,,,13216,,,1378,33598,,24684,,,,,,,2581,,,,,,,19798,219334,7949,,,,,21791,,,31396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2665,1150,,,,,,,,,,,3532,,,,,,,,,,,,,,,,,,2912,,,,,,,,,,,,,,,,,14078,,,,,,,,
1833,,,,,,,349,3590,,,3846,,,,,,,,,,,,,,2135,1028,409898,,,,,,,,,,,,,28801,,,1284,,,,,13304,,,1383,33718,,24937,,,,,,,2605,,,,,,,19962,220218,7998,,,,,21932,,,31429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2683,1163,,,,,,,,,,,3552,,,,,,,,,,,,,,,,,,2941,,,,,,,,,,,,,,,,,14496,,,,,,,,
1834,,,,,,,354,3608,,,3879,,,,,,,,,,,,,,2147,1050,410197,,,,,,,,,,,,,29071,,,1295,,,,,13392,,,1387,33859,,25194,,,,,,,2629,,,,,,,20128,221105,8047,,,,,22073,,,31463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2707,1174,,,,,,,,,,,3475,,,,,,,,,,,,,,,,,,2971,,,,,,,,,,,,,,,,,14915,,,,,,,,
1835,,,,,,,358,3626,,,3912,,,,,,,,,,,,,,2159,1071,410497,,,,,,,,,,,,,29390,,,1306,,,,,13482,,,1391,34000,,25452,,,,,,,2653,,,,,,,20296,221996,8096,,,,,22215,,,31496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2732,1188,,,,,,,,,,,3595,,,,,,,,,,,,,,,,,,3004,,,,,,,,,,,,,,,,,15334,,,,,,,,
1836,,,,,,,367,3614,,,3945,,,,,,,,,,,,,,2171,1093,410797,,,,,,,,,,,,,29702,,,1315,,,,,13571,,,1399,34178,,25715,,,,,,,2677,,,,,,,20464,222891,8146,,,,,22358,,,31529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2762,1202,,,,,,,,,,,3617,,,,,,,,,,,,,,,,,,3042,,,,,,,,,,,,,,,,,15753,,,,,,,,
1837,,,,,,,373,3662,,,3978,,,,,,,,,,,,,,2183,1115,411098,,,,,,,,,,,,,30013,,,1325,,,,,13662,,,1409,34357,,25968,,,,,,,2702,,,,,,,20634,223789,8196,,,,,22502,,,31563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2791,1214,,,,,,,,,,,3639,,,,,,,,,,,,,,,,,,3068,,,,,,,,,,,,,,,,,16171,,,,,,,,
1838,,,,,,,388,3680,,,4012,,,,,,,,,,,,,,2195,1137,411398,,,,,,,,,,,,,30365,,,1335,,,,,13753,,,1420,34537,,26223,,,,,,,2727,,,,,,,20806,224691,8247,,,,,22647,,,31596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2821,1224,,,,,,,,,,,3661,,,,,,,,,,,,,,,,,,3083,,,,,,,,,,,,,,,,,16591,,,,,,,,
1839,,,,,,,403,3698,,,4046,,,,,,,,,,,,,,2208,1159,411699,,,,,,,,,,,,,30746,,,1347,,,,,13845,,,1430,34718,,26483,,,,,,,2752,,,,,,,20978,225596,8298,,,,,22793,,,31630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2853,1233,,,,,,,,,,,3683,,,,,,,,,,,,,,,,,,3098,,,,,,,,,,,,,,,,,17009,,,,,,,,
1840,,,,,,,420,3716,,,4080,,,,,,,,,,,,,1697,2220,1181,412000,,,,,,,,,,,,,31126,,,1357,,,,,13937,,,1441,34900,,26745,,,,,,,2777,,,,,,,21153,226505,8349,,,,,22939,,,31663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2886,1241,,70,,,,,,,,,3704,,,,,,,,,,,,,,,,,,3123,,,,,,,,,,,,,,,,,17444,,,,,,,,
1841,,,,,,,448,3739,,,4115,,,,,,,,,,,,,,2235,1203,412000,,,,,,,,,,,,,31475,,,1371,,,,,14030,,,1456,35059,,27004,,,,,,,2803,,,,,,,21328,227418,8400,,,,,23087,,,31697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2921,1254,,,,,,,,,,,3715,,,,,,,,,,,,,,,,,,3156,,,,,,,,,,,,,,,,,18056,,,,,,,,
1842,,,,,,,465,3762,,,4151,,,,,,,,,,,,,,2251,1225,412000,,,,,,,,,,,,,31787,,,1385,,,,,14123,,,1476,35218,,27277,,,,,,,2829,,,,,,,21506,228334,8422,,,,,23236,,,31730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2952,1271,,,,,,,,,,,3726,,,,,,,,,,,,,,,,,,3190,,,,,,,,,,,,,,,,,18667,,,,,,,,
1843,,,,,,,472,3785,,,4187,,,,,,,,,,,,,,2266,1248,412000,,,,,,,,,,,,,32086,,,1392,,,,,14217,,,1495,35378,,27511,,,,,,,2855,,,,,,,21684,229254,8441,,,,,23385,,,31764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2981,1286,,,,,,,,,,,3738,,,,,,,,,,,,,,,,,,3221,,,,,,,,,,,,,,,,,19279,,,,,,,,
1844,,,,,,,482,3808,,,4223,,,,,,,,,,,,,,2282,1271,412000,,,,,,,,,,,,,32394,,,1414,,,,,14312,,,1516,35539,,27785,,,,,,,2881,,,,,,,21864,230178,8479,,,,,23536,,,31797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3014,1302,,,,,,,,,,,3749,,,,,,,,,,,,,,,,,,3256,,,,,,,,,,,,,,,,,19890,,,,,,,,
1845,,,,,,,494,3831,,,4259,,,,,,,,,,,,,,2298,1293,412000,,,,,,,,,,,,,32743,,,1430,,,,,14407,,,1536,35700,,28040,,,,,,,2908,,,,,,,22046,231106,8497,,,,,23687,,,31831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3047,1319,,,,,,,,,,,3760,,,,,,,,,,,,,,,,,,3296,,,,,,,,,,,,,,,,,20503,,,,,,,,
1846,,,,,,,505,3855,,,4296,,,,,,,,,,,,,,2314,1316,412000,,,,,,,,,,,,,33059,,,1444,,,,,14503,,,1555,35829,,28272,,,,,,,2934,,,,,,,22229,232037,8490,,,,,23840,,,31865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3069,1337,,,,,,,,,,,3771,,,,,,,,,,,,,,,,,,3330,,,,,,,,,,,,,,,,,21114,,,,,,,,
1847,,,,,,,518,3878,,,4333,,,,,,,,,,,,,,2330,1339,412000,,,,,,,,,,,,,33231,,,1456,,,,,14600,,,1573,35959,,28118,,,,,,,2961,,,,,,,22414,232972,8205,,,,,23993,,,31899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3071,1351,,,,,,,,,,,3783,,,,,,,,,,,,,,,,,,3352,,,,,,,,,,,,,,,,,21726,,,,,,,,
1848,,,,,,,538,3902,,,4371,,,,,,,,,,,,,,2346,1363,412000,,,,,,,,,,,,,33289,,,1470,,,,,14697,,,1591,36089,,27683,,,,,,,2989,,,,,,,22600,233911,7640,,,,,24148,,,31932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3069,1363,,,,,,,,,,,3794,,,,,,,,,,,,,,,,,,3380,,,,,,,,,,,,,,,,,22337,,,,,,,,
1849,,,,,,,576,3926,,,4408,,,,,,,,,,,,,,2363,1386,412000,,,,,,,,,,,,,33452,,,1484,,,,,14795,,,1610,36219,,27429,,,,,,,3016,,,,,,,22788,234854,7256,,,,,24303,,,31966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3076,1377,,,,,,,,,,,3804,,,,,,,,,,,,,,,,,,3419,,,,,,,,,,,,,,,,,22950,,,,,,,,
1850,,,500,,1100,,605,3950,,,4449,,,,2500,,,,1374,7234,,,,2485,2379,1410,412000,,,,,2065,,,101,9250,1186,,,33746,,3,1499,,,816,,14894,,,1628,36350,,27181,,,,,,,3044,850,29,350,,938,5161,22977,235800,6878,,,,,24460,399,,32000,,,,,9545,,,,,,,2217,,,,,,,,7662,,,,3932,,,,,,,530,,,,300,3098,1392,4352,90,,,135,2001,3612,13000,495,,3816,350,,,8000,,,,,,56,,366,,,73750,,,3462,,,,,,5230,,,80,,,2200,,,,132,23580,,1324,,,6000,,,
1851,,,,,,,636,3978,,,4477,,,,,,,,,,,,,,2399,1434,408359,,,,,,,,,,,,,34055,,,1517,,,,,14974,,,1642,36479,,26945,,,,,,,3072,,,,,,,23243,236632,6514,,,,,24617,,,32118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3133,1409,,,,,,,,,,,3827,,,,,,,,,,,,,,,,,,3500,,,,,,,,,,,,,,,,,24405,,,,,,,,
1852,,,,,,,710,4006,,,4506,,,,,,,,,,,,,,2406,1458,404749,,,,,,,,,,,,,34290,,,1536,,,,,15055,,,1652,36609,,27076,,,,,,,3100,,,,,,,23512,237466,6337,,,,,24776,,,32236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3167,1425,,,,,,,,,,,3839,,,,,,,,,,,,,,,,,,3529,,,,,,,,,,,,,,,,,25231,,,,,,,,
1853,,,,,,,795,4035,,,4534,,,,,,,,,,,,,,2412,1482,401172,,,,,,,,,,,,,34422,,,1552,,,,,15136,,,1663,36739,,27248,,,,,,,3129,,,,,,,23784,238303,6199,,,,,24935,,,32354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3194,1440,,,,,,,,,,,3850,,,,,,,,,,,,,,,,,,3552,,,,,,,,,,,,,,,,,26157,,,,,,,,
1854,,,,,,,887,4063,,,4563,,,,,,,,,,,,,,2427,1507,397626,,,,,,,,,,,,,34531,,,1569,,,,,15217,,,1673,36869,,27446,,,,,,,3158,,,,,,,24059,239144,6083,,,,,25096,,,32473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3218,1457,,,,,,,,,,,3858,,,,,,,,,,,,,,,,,,3586,,,,,,,,,,,,,,,,,26882,,,,,,,,
1855,,,,,,,983,4092,,,4592,,,,,,,,,,,,,,2442,1532,394112,,,,,,,,,,,,,34586,,,1590,,,,,15299,,,1683,37000,,27697,,,,,,,3187,,,,,,,24338,239987,6015,,,,,25257,,,32593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3235,1479,,,,,,,,,,,3867,,,,,,,,,,,,,,,,,,3625,,,,,,,,,,,,,,,,,27708,,,,,,,,
1856,,,,,,,1065,4120,,,4621,,,,,,,,,,,,,,2457,1557,390628,,,,,,,,,,,,,34715,,,1612,,,,,15381,,,1692,37060,,27978,,,,,,,3216,,,,,,,24619,240833,5973,,,,,25420,,,32712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3253,1501,,,,,,,,,,,3875,,,,,,,,,,,,,,,,,,3657,,,,,,,,,,,,,,,,,28535,,,,,,,,
1857,,,,,,,1156,4150,,,4651,,,,,,,,,,,,,,2471,1582,387176,,,,,,,,,,,,,34979,,,1634,,,,,15455,,,1703,37120,,28186,,,,,,,3246,,,,,,,24904,241683,5919,,,,,25584,,,32833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3277,1521,,,,,,,,,,,3889,,,,,,,,,,,,,,,,,,3680,,,,,,,,,,,,,,,,,29360,,,,,,,,
1858,,,,,,,1235,4178,,,4680,,,,,,,,,,,,,,2484,1608,383754,,,,,,,,,,,,,35278,,,1653,,,,,15526,,,1715,37180,,28422,,,,,,,3273,,,,,,,25192,242535,5891,,,,,25748,,,32953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3294,1543,,,,,,,,,,,3925,,,,,,,,,,,,,,,,,,3711,,,,,,,,,,,,,,,,,30186,,,,,,,,
1859,,,,,,,1279,4206,,,4710,,,,,,,,,,,,,,2497,1634,380362,,,,,,,,,,,,,35633,,,1674,,,,,15584,,,1726,37240,,28660,,,,,,,3306,,,,,,,25484,243390,5862,,,,,25914,,,33075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3304,1570,,,,,,,,,,,3963,,,,,,,,,,,,,,,,,,3761,,,,,,,,,,,,,,,,,31012,,,,,,,,
1860,,,,,,,1326,4235,,,4740,,,,,,,,,,,,,3369,2510,1661,377000,,,,,,,,,,,,,36049,,,1696,,,,,15642,,,1738,37300,,28888,,,,,,,3336,,,,,,,25779,244249,5821,,,,,26081,,,33196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3318,1596,,132,,,,,,,,,4000,,,,,,,,,,,,,,,,,,3824,,,,,,,,,,,,,,,,,31839,,,,,,,,
1861,,,,,,,1346,4263,,,4774,,,,,,,,,,,,,,2524,1687,375055,,,,,,,,,,,,,36435,,,1717,,,,,15699,,,1754,37390,,29128,,,,,,,3367,,,,,,,26077,245110,5788,,,,,26249,,,33318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3340,1614,,,,,,,,,,,4074,,,,,,,,,,,,,,,,,,3888,,,,,,,,,,,,,,,,,32678,,,,,,,,
1862,,,,,,,1382,4292,,,4809,,,,,,,,,,,,,,2538,1715,373121,,,,,,,,,,,,,36788,,,1739,,,,,15754,,,1774,37520,,29401,,,,,,,3398,,,,,,,26379,245974,5776,,,,,26418,,,33441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3366,1627,,,,,,,,,,,4113,,,,,,,,,,,,,,,,,,3942,,,,,,,,,,,,,,,,,33516,,,,,,,,
1863,,,,,,,1432,4321,,,4844,,,,,,,,,,,,,,2552,1742,371196,,,,,,,,,,,,,37184,,,1761,,,,,15809,,,1794,37710,,29630,,,,,,,3430,,,,,,,26684,246842,5718,,,,,26610,,,33564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3397,1646,,,,,,,,,,,4131,,,,,,,,,,,,,,,,,,3994,,,,,,,,,,,,,,,,,34355,,,,,,,,
1864,,,,,,,1495,4350,,,4879,,,,,,,,,,,,,,2566,1770,369282,,,,,,,,,,,,,37602,,,1777,,,,,15864,,,1813,37860,,29842,,,,,,,3461,,,,,,,26993,247712,5641,,,,,26814,,,33687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3431,1668,,,,,,,,,,,4176,,,,,,,,,,,,,,,,,,4046,,,,,,,,,,,,,,,,,35192,,,,,,,,
1865,,,,,,,1558,4380,,,4915,,,,,,,,,,,,,,2579,1798,367377,,,,,,,,,,,,,37955,,,1799,,,,,15920,,,1833,38020,,30089,,,,,,,3493,,,,,,,27305,248586,5595,,,,,27023,,,33811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3460,1690,,,,,,,,,,,4201,,,,,,,,,,,,,,,,,,4092,,,,,,,,,,,,,,,,,36031,,,,,,,,
1866,,,,,,,1609,4409,,,4950,,,,,,,,,,,,,,2593,1827,365482,,,,,,,,,,,,,38193,,,1814,,,,,15976,,,1840,38080,,30315,,,,,,,3525,,,,,,,27621,249462,5523,,,,,27256,,,33935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3484,1707,,,,,,,,,,,4226,,,,,,,,,,,,,,,,,,4137,,,,,,,,,,,,,,,,,36869,,,,,,,,
1867,,,,,,,1647,4439,,,4986,,,,,,,,,,,,,,2607,1856,363597,,,,,,,,,,,,,38440,,,1833,,,,,16032,,,1831,38230,,30572,,,,,,,3558,,,,,,,27941,250342,5487,,,,,27411,,,34060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3510,1716,,,,,,,,,,,4251,,,,,,,,,,,,,,,,,,4178,,,,,,,,,,,,,,,,,37708,,,,,,,,
1868,,,,,,,1700,4469,,,5023,,,,,,,,,,,,,,2623,1885,361722,,,,,,,,,,,,,38637,,,1852,,,,,16088,,,1776,38330,,30845,,,,,,,3591,,,,,,,28264,251225,5466,,,,,27501,,,34185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3543,1724,,,,,,,,,,,4276,,,,,,,,,,,,,,,,,,4154,,,,,,,,,,,,,,,,,38546,,,,,,,,
1869,,,,,,,1750,4499,,,5029,,,,,,,,,,,,,,2639,1915,359856,,,,,,,,,,,,,38914,,,1871,,,,,16144,,,1734,38890,,31127,,,,,,,3621,,,,,,,28591,252111,5449,,,,,27681,,,34311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3575,1729,,,,,,,,,,,4302,,,,,,,,,,,,,,,,,,4166,,,,,,,,,,,,,,,,,39385,,,,,,,,
1870,4207,,603,,1796,,1775,4520,,,5096,,,,2586,,,,1495,9797,,,,3781,2655,1945,358000,,,,,2392,,,137,10155,1331,,,39231,,5,1888,,3776,1013,7049,16201,,,1754,38440,,31400,,1579,,,,,3657,1080,107,404,,1150,5917,32743,253000,5419,8415,1580,,,27888,499,266,34437,,,,2340,9753,,755,476,,,,2786,,,,,3776,,,9219,,,,4245,,668,,,,,800,,,,337,3610,1735,4698,291,367,,176,2606,5063,16865,645,4511,4327,384,434,,9179,,,2338,,,84,,492,,,88672,,,4164,,,1582,,,5775,,,124,1176,11793,2345,,,,343,40241,,1653,10528,2840,8252,2547,,
1871,,,,,,,1675,4562,,,5137,,,,,,,,,9980,,,,3801,2680,1975,358988,,,,,,,,,,,,,39456,,,1903,,,,,16258,,,1786,37731,,31685,,,,,,,3694,,,,,,,33068,253417,5398,,,,,28063,,,34648,,,,,,,,,,,,2820,,,,,,,,9331,,,,,,,,,,,,,,,,3636,1745,,306,,,,,,,,,4353,,,,,,,,,,,,,,,,,,4186,,,,,,,,,,,,,,,,354,41098,,1675,,,,,,
1872,,,,,,,1722,4604,,,5178,,,,,,,,,10167,,,,3870,2697,2006,359978,,,,,,,,,,,,,39691,,,1918,,,,,16315,,,1819,37679,,31874,,,,,,,3732,,,,,,,33397,253834,5373,,,,,28233,,,34859,,,,,,,,,,,,2842,,,,,,,,9444,,,,,,,,,,,,,,,,3662,1755,,320,,,,,,,,,4379,,,,,,,,,,,,,,,,,,4227,,,,,,,,,,,,,,,,364,42136,,1699,,,,,,
1873,,,,,,,1769,4646,,,5219,,,,,,,,,10358,,,,3943,2715,2037,360971,,,,,,,,,,,,,40017,,,1935,,,,,16372,,,1847,37887,,32177,,,,,,,3770,,,,,,,33731,254253,5328,,,,,28387,,,35070,,,,,,,,,,,,2863,,,,,,,,9558,,,,,,,,,,,,,,,,3670,1767,,335,,,,,,,,,4405,,,,,,,,,,,,,,,,,,4274,,,,,,,,,,,,,,,,376,43174,,1725,,,,,,
1874,,,,,,,1822,4688,,,5261,,,,,,,,,10552,,,,4012,2733,2068,361967,,,,,,,,,,,,,40450,,,1954,,,,,16429,,,1873,38044,,32501,,,,,,,3809,,,,,,,34069,254672,5299,,,,,28505,,,35235,,,,,,,,,,,,2885,,,,,,,,9674,,,,,,,,,,,,,,,,3745,1783,,367,,,,,,,,,4431,,,,,,,,,,,,,,,,,,4320,,,,,,,,,,,,,,,,387,44212,,1753,,,,,,
1875,,,,,,,1874,4730,,,5303,,,,,,,,,10749,,,,4071,2750,2100,362966,,,,,,,,,,,,,40897,,,1973,,,,,16487,,,1899,38221,,32839,,,,,,,3848,,,,,,,34412,255091,5279,,,,,28630,,,35436,,,,,,,,,,,,2908,,,,,,,,9791,,,,,,,,,,,,,,,,3788,1803,,406,,,,,,,,,4458,,,,,,,,,,,,,,,,,,4362,,,,,,,,,,,,,,,,399,45245,,1784,,,,,,
1876,,,,,,,1929,4772,,,5345,,,,,,,,,10951,,,,4128,2768,2132,363967,,,,,,,,,,,,,41491,,,1994,,,,,16545,,,1928,38398,,33200,,,,,,,3887,,,,,,,34760,255512,5278,,,,,28837,,,35713,,,,,,,,,,,,2930,,,,,,,,9910,,,,,,,,,,,,,,,,3832,1829,,434,,,,,,,,,4484,,,,,,,,,,,,,,,,,,4406,,,,,,,,,,,,,,,,411,46287,,1816,,,,,,
1877,,,,,,,1995,4815,,,5394,,,,,,,,,11156,,,,4184,2786,2165,364971,,,,,,,,,,,,,42034,,,2019,,,,,16603,,,1957,38576,,33576,,,,,,,3927,,,,,,,35113,255933,5286,,,,,29067,,,36018,,,,,,,,,,,,2952,,,,,,,,10030,,,,,,,,,,,,,,,,3883,1852,,450,,,,,,,,,4511,,,,,,,,,,,,,,,,,,4457,,,,,,,,,,,,,,,,424,47325,,1849,,,,,,
1878,,,,,,,2062,4857,,,5442,,,,,,,,,11365,,,,4244,2803,2198,365978,,,,,,,,,,,,,42546,,,2043,,,,,16677,,,1983,38763,,33932,,,,,,,3967,,,,,,,35471,256354,5282,,,,,29252,,,36315,,,,,,,,,,,,2975,,,,,,,,10151,,,,,,,,,,,,,,,,3834,1877,,467,,,,,,,,,4538,,,,,,,,,,,,,,,,,,4508,,,,,,,,,,,,,,,,437,48362,,1883,,,,,,
1879,,,,,,,2127,4899,,,5492,,,,,,,,,11578,,,,4312,2821,2231,366988,,,,,,,,,,,,,43052,,,2064,,,,,16768,,,2014,38909,,34304,,,,,,,4008,,,,,,,35834,256777,5266,,,,,29425,,,36557,,,,,,,,,,,,2998,,,,,,,,10274,,,,,,,,,,,,,,,,3986,1902,,494,,,,,,,,,4571,,,,,,,,,,,,,,,,,,4555,,,,,,,,,,,,,,,,450,49400,,1917,,,,,,
